2D data, Muon channel, low edge of bin values given for x and y axes
142.0, 0.0844, 9.0
142.0, 0.0889, 11.0
142.0, 0.0933, 9.0
142.0, 0.0978, 6.0
142.0, 0.102, 5.0
142.0, 0.107, 5.0
142.0, 0.111, 4.0
142.0, 0.116, 6.0
142.0, 0.12, 1.0
142.0, 0.124, 1.0
142.0, 0.129, 4.0
142.0, 0.133, 4.0
142.0, 0.138, 2.0
142.0, 0.142, 0.0
142.0, 0.147, 1.0
142.0, 0.151, 1.0
142.0, 0.156, 2.0
142.0, 0.16, 0.0
142.0, 0.164, 1.0
142.0, 0.169, 1.0
142.0, 0.173, 1.0
142.0, 0.178, 0.0
142.0, 0.182, 0.0
142.0, 0.187, 0.0
142.0, 0.191, 0.0
142.0, 0.196, 0.0
144.0, 0.0, 17.0
144.0, 0.00444, 11.0
144.0, 0.00889, 17.0
144.0, 0.0133, 11.0
144.0, 0.0178, 14.0
144.0, 0.0222, 13.0
144.0, 0.0267, 19.0
144.0, 0.0311, 16.0
144.0, 0.0356, 24.0
144.0, 0.04, 16.0
144.0, 0.0444, 10.0
144.0, 0.0489, 9.0
144.0, 0.0533, 10.0
144.0, 0.0578, 8.0
144.0, 0.0622, 10.0
144.0, 0.0667, 8.0
144.0, 0.0711, 7.0
144.0, 0.0756, 12.0
144.0, 0.08, 3.0
144.0, 0.0844, 8.0
144.0, 0.0889, 4.0
144.0, 0.0933, 4.0
144.0, 0.0978, 5.0
144.0, 0.102, 8.0
144.0, 0.107, 6.0
144.0, 0.111, 4.0
144.0, 0.116, 5.0
144.0, 0.12, 2.0
144.0, 0.124, 7.0
144.0, 0.129, 2.0
144.0, 0.133, 4.0
144.0, 0.138, 0.0
144.0, 0.142, 4.0
144.0, 0.147, 2.0
144.0, 0.151, 1.0
144.0, 0.156, 1.0
144.0, 0.16, 2.0
144.0, 0.164, 0.0
144.0, 0.169, 0.0
144.0, 0.173, 0.0
144.0, 0.178, 0.0
144.0, 0.182, 0.0
144.0, 0.187, 0.0
144.0, 0.191, 0.0
144.0, 0.196, 0.0
146.0, 0.0, 20.0
146.0, 0.00444, 10.0
146.0, 0.00889, 8.0
146.0, 0.0133, 12.0
146.0, 0.0178, 17.0
146.0, 0.0222, 12.0
146.0, 0.0267, 13.0
146.0, 0.0311, 15.0
146.0, 0.0356, 17.0
146.0, 0.04, 14.0
146.0, 0.0444, 10.0
146.0, 0.0489, 10.0
146.0, 0.0533, 9.0
146.0, 0.0578, 13.0
146.0, 0.0622, 9.0
146.0, 0.0667, 6.0
146.0, 0.0711, 3.0
146.0, 0.0756, 4.0
146.0, 0.08, 7.0
146.0, 0.0844, 5.0
146.0, 0.0889, 2.0
146.0, 0.0933, 4.0
146.0, 0.0978, 4.0
146.0, 0.102, 7.0
146.0, 0.107, 1.0
146.0, 0.111, 4.0
146.0, 0.116, 3.0
146.0, 0.12, 0.0
146.0, 0.124, 1.0
146.0, 0.129, 2.0
146.0, 0.133, 2.0
146.0, 0.138, 0.0
146.0, 0.142, 1.0
146.0, 0.147, 0.0
146.0, 0.151, 0.0
146.0, 0.156, 1.0
146.0, 0.16, 0.0
146.0, 0.164, 0.0
146.0, 0.169, 0.0
146.0, 0.173, 0.0
146.0, 0.178, 0.0
146.0, 0.182, 0.0
146.0, 0.187, 0.0
146.0, 0.191, 0.0
146.0, 0.196, 0.0
148.0, 0.0, 18.0
148.0, 0.00444, 25.0
148.0, 0.00889, 12.0
148.0, 0.0133, 6.0
148.0, 0.0178, 19.0
148.0, 0.0222, 18.0
148.0, 0.0267, 13.0
148.0, 0.0311, 19.0
148.0, 0.0356, 11.0
148.0, 0.04, 8.0
148.0, 0.0444, 9.0
148.0, 0.0489, 11.0
148.0, 0.0533, 4.0
148.0, 0.0578, 10.0
148.0, 0.0622, 7.0
148.0, 0.0667, 6.0
148.0, 0.0711, 8.0
148.0, 0.0756, 7.0
148.0, 0.08, 5.0
148.0, 0.0844, 6.0
148.0, 0.0889, 6.0
148.0, 0.0933, 4.0
148.0, 0.0978, 6.0
148.0, 0.102, 5.0
148.0, 0.107, 3.0
148.0, 0.111, 3.0
148.0, 0.116, 1.0
148.0, 0.12, 0.0
148.0, 0.124, 1.0
148.0, 0.129, 1.0
148.0, 0.133, 0.0
148.0, 0.138, 0.0
148.0, 0.142, 0.0
148.0, 0.147, 0.0
148.0, 0.151, 0.0
148.0, 0.156, 0.0
148.0, 0.16, 0.0
148.0, 0.164, 0.0
148.0, 0.169, 0.0
148.0, 0.173, 0.0
148.0, 0.178, 0.0
148.0, 0.182, 0.0
148.0, 0.187, 0.0
148.0, 0.191, 0.0
148.0, 0.196, 0.0
150.0, 0.0, 17.0
150.0, 0.00444, 16.0
150.0, 0.00889, 12.0
150.0, 0.0133, 21.0
150.0, 0.0178, 15.0
150.0, 0.0222, 14.0
150.0, 0.0267, 16.0
150.0, 0.0311, 9.0
150.0, 0.0356, 10.0
150.0, 0.04, 13.0
150.0, 0.0444, 14.0
150.0, 0.0489, 9.0
150.0, 0.0533, 10.0
150.0, 0.0578, 6.0
150.0, 0.0622, 5.0
150.0, 0.0667, 7.0
150.0, 0.0711, 5.0
150.0, 0.0756, 3.0
150.0, 0.08, 5.0
150.0, 0.0844, 4.0
150.0, 0.0889, 2.0
150.0, 0.0933, 0.0
150.0, 0.0978, 0.0
150.0, 0.102, 3.0
150.0, 0.107, 1.0
150.0, 0.111, 0.0
150.0, 0.116, 0.0
150.0, 0.12, 0.0
150.0, 0.124, 0.0
150.0, 0.129, 0.0
150.0, 0.133, 0.0
150.0, 0.138, 0.0
150.0, 0.142, 0.0
150.0, 0.147, 0.0
150.0, 0.151, 0.0
150.0, 0.156, 0.0
150.0, 0.16, 0.0
150.0, 0.164, 0.0
150.0, 0.169, 0.0
150.0, 0.173, 0.0
150.0, 0.178, 0.0
150.0, 0.182, 0.0
150.0, 0.187, 0.0
150.0, 0.191, 0.0
150.0, 0.196, 0.0
152.0, 0.0, 26.0
152.0, 0.00444, 22.0
152.0, 0.00889, 17.0
152.0, 0.0133, 22.0
152.0, 0.0178, 12.0
152.0, 0.0222, 17.0
152.0, 0.0267, 18.0
152.0, 0.0311, 12.0
152.0, 0.0356, 15.0
152.0, 0.04, 7.0
152.0, 0.0444, 5.0
152.0, 0.0489, 7.0
152.0, 0.0533, 6.0
152.0, 0.0578, 1.0
152.0, 0.0622, 3.0
152.0, 0.0667, 4.0
152.0, 0.0711, 8.0
152.0, 0.0756, 3.0
152.0, 0.08, 0.0
152.0, 0.0844, 4.0
152.0, 0.0889, 2.0
152.0, 0.0933, 0.0
152.0, 0.0978, 0.0
152.0, 0.102, 0.0
152.0, 0.107, 0.0
152.0, 0.111, 0.0
152.0, 0.116, 0.0
152.0, 0.12, 0.0
152.0, 0.124, 0.0
152.0, 0.129, 0.0
152.0, 0.133, 0.0
152.0, 0.138, 0.0
152.0, 0.142, 0.0
152.0, 0.147, 0.0
152.0, 0.151, 0.0
152.0, 0.156, 0.0
152.0, 0.16, 0.0
152.0, 0.164, 0.0
152.0, 0.169, 0.0
152.0, 0.173, 0.0
152.0, 0.178, 0.0
152.0, 0.182, 0.0
152.0, 0.187, 0.0
152.0, 0.191, 0.0
152.0, 0.196, 0.0
154.0, 0.0, 39.0
154.0, 0.00444, 29.0
154.0, 0.00889, 21.0
154.0, 0.0133, 28.0
154.0, 0.0178, 18.0
154.0, 0.0222, 10.0
154.0, 0.0267, 10.0
154.0, 0.0311, 8.0
154.0, 0.0356, 11.0
154.0, 0.04, 8.0
154.0, 0.0444, 3.0
154.0, 0.0489, 3.0
154.0, 0.0533, 5.0
154.0, 0.0578, 2.0
154.0, 0.0622, 0.0
154.0, 0.0667, 0.0
154.0, 0.0711, 1.0
154.0, 0.0756, 1.0
154.0, 0.08, 0.0
154.0, 0.0844, 0.0
154.0, 0.0889, 0.0
154.0, 0.0933, 0.0
154.0, 0.0978, 0.0
154.0, 0.102, 0.0
154.0, 0.107, 0.0
154.0, 0.111, 0.0
154.0, 0.116, 0.0
154.0, 0.12, 0.0
154.0, 0.124, 0.0
154.0, 0.129, 0.0
154.0, 0.133, 0.0
154.0, 0.138, 0.0
154.0, 0.142, 0.0
154.0, 0.147, 0.0
154.0, 0.151, 0.0
154.0, 0.156, 0.0
154.0, 0.16, 0.0
154.0, 0.164, 0.0
154.0, 0.169, 0.0
154.0, 0.173, 0.0
154.0, 0.178, 0.0
154.0, 0.182, 0.0
154.0, 0.187, 0.0
154.0, 0.191, 0.0
154.0, 0.196, 0.0
156.0, 0.0, 52.0
156.0, 0.00444, 34.0
156.0, 0.00889, 30.0
156.0, 0.0133, 24.0
156.0, 0.0178, 16.0
156.0, 0.0222, 17.0
156.0, 0.0267, 9.0
156.0, 0.0311, 13.0
156.0, 0.0356, 3.0
156.0, 0.04, 4.0
156.0, 0.0444, 1.0
156.0, 0.0489, 0.0
156.0, 0.0533, 0.0
156.0, 0.0578, 0.0
156.0, 0.0622, 0.0
156.0, 0.0667, 0.0
156.0, 0.0711, 0.0
156.0, 0.0756, 0.0
156.0, 0.08, 0.0
156.0, 0.0844, 0.0
156.0, 0.0889, 0.0
156.0, 0.0933, 0.0
156.0, 0.0978, 0.0
156.0, 0.102, 0.0
156.0, 0.107, 0.0
156.0, 0.111, 0.0
156.0, 0.116, 0.0
156.0, 0.12, 0.0
156.0, 0.124, 0.0
156.0, 0.129, 0.0
156.0, 0.133, 0.0
156.0, 0.138, 0.0
156.0, 0.142, 0.0
156.0, 0.147, 0.0
156.0, 0.151, 0.0
156.0, 0.156, 0.0
156.0, 0.16, 0.0
156.0, 0.164, 0.0
156.0, 0.169, 0.0
156.0, 0.173, 0.0
156.0, 0.178, 0.0
156.0, 0.182, 0.0
156.0, 0.187, 0.0
156.0, 0.191, 0.0
156.0, 0.196, 0.0
158.0, 0.0, 69.0
158.0, 0.00444, 60.0
158.0, 0.00889, 34.0
158.0, 0.0133, 22.0
158.0, 0.0178, 14.0
158.0, 0.0222, 5.0
158.0, 0.0267, 2.0
158.0, 0.0311, 0.0
158.0, 0.0356, 0.0
158.0, 0.04, 0.0
158.0, 0.0444, 0.0
158.0, 0.0489, 0.0
158.0, 0.0533, 0.0
158.0, 0.0578, 0.0
158.0, 0.0622, 0.0
158.0, 0.0667, 0.0
158.0, 0.0711, 0.0
158.0, 0.0756, 0.0
158.0, 0.08, 0.0
158.0, 0.0844, 0.0
158.0, 0.0889, 0.0
158.0, 0.0933, 0.0
158.0, 0.0978, 0.0
158.0, 0.102, 0.0
158.0, 0.107, 0.0
158.0, 0.111, 0.0
158.0, 0.116, 0.0
158.0, 0.12, 0.0
158.0, 0.124, 0.0
158.0, 0.129, 0.0
158.0, 0.133, 0.0
158.0, 0.138, 0.0
158.0, 0.142, 0.0
158.0, 0.147, 0.0
158.0, 0.151, 0.0
158.0, 0.156, 0.0
158.0, 0.16, 0.0
158.0, 0.164, 0.0
158.0, 0.169, 0.0
158.0, 0.173, 0.0
158.0, 0.178, 0.0
158.0, 0.182, 0.0
158.0, 0.187, 0.0
158.0, 0.191, 0.0
158.0, 0.196, 0.0
160.0, 0.0, 123.0
160.0, 0.00444, 39.0
160.0, 0.00889, 14.0
160.0, 0.0133, 3.0
160.0, 0.0178, 0.0
160.0, 0.0222, 0.0
160.0, 0.0267, 0.0
160.0, 0.0311, 0.0
160.0, 0.0356, 0.0
160.0, 0.04, 0.0
160.0, 0.0444, 0.0
160.0, 0.0489, 0.0
160.0, 0.0533, 0.0
160.0, 0.0578, 0.0
160.0, 0.0622, 0.0
160.0, 0.0667, 0.0
160.0, 0.0711, 0.0
160.0, 0.0756, 0.0
160.0, 0.08, 0.0
160.0, 0.0844, 0.0
160.0, 0.0889, 0.0
160.0, 0.0933, 0.0
160.0, 0.0978, 0.0
160.0, 0.102, 0.0
160.0, 0.107, 0.0
160.0, 0.111, 0.0
160.0, 0.116, 0.0
160.0, 0.12, 0.0
160.0, 0.124, 0.0
160.0, 0.129, 0.0
160.0, 0.133, 0.0
160.0, 0.138, 0.0
160.0, 0.142, 0.0
160.0, 0.147, 0.0
160.0, 0.151, 0.0
160.0, 0.156, 0.0
160.0, 0.16, 0.0
160.0, 0.164, 0.0
160.0, 0.169, 0.0
160.0, 0.173, 0.0
160.0, 0.178, 0.0
160.0, 0.182, 0.0
160.0, 0.187, 0.0
160.0, 0.191, 0.0
160.0, 0.196, 0.0
162.0, 0.0, 165.0
162.0, 0.00444, 9.0
162.0, 0.00889, 0.0
162.0, 0.0133, 0.0
162.0, 0.0178, 0.0
162.0, 0.0222, 0.0
162.0, 0.0267, 0.0
162.0, 0.0311, 0.0
162.0, 0.0356, 0.0
162.0, 0.04, 0.0
162.0, 0.0444, 0.0
162.0, 0.0489, 0.0
162.0, 0.0533, 0.0
162.0, 0.0578, 0.0
162.0, 0.0622, 0.0
162.0, 0.0667, 0.0
162.0, 0.0711, 0.0
162.0, 0.0756, 0.0
162.0, 0.08, 0.0
162.0, 0.0844, 0.0
162.0, 0.0889, 0.0
162.0, 0.0933, 0.0
162.0, 0.0978, 0.0
162.0, 0.102, 0.0
162.0, 0.107, 0.0
162.0, 0.111, 0.0
162.0, 0.116, 0.0
162.0, 0.12, 0.0
162.0, 0.124, 0.0
162.0, 0.129, 0.0
162.0, 0.133, 0.0
162.0, 0.138, 0.0
162.0, 0.142, 0.0
162.0, 0.147, 0.0
162.0, 0.151, 0.0
162.0, 0.156, 0.0
162.0, 0.16, 0.0
162.0, 0.164, 0.0
162.0, 0.169, 0.0
162.0, 0.173, 0.0
162.0, 0.178, 0.0
162.0, 0.182, 0.0
162.0, 0.187, 0.0
162.0, 0.191, 0.0
162.0, 0.196, 0.0
164.0, 0.0, 149.0
164.0, 0.00444, 0.0
164.0, 0.00889, 0.0
164.0, 0.0133, 0.0
164.0, 0.0178, 0.0
164.0, 0.0222, 0.0
164.0, 0.0267, 0.0
164.0, 0.0311, 0.0
164.0, 0.0356, 0.0
164.0, 0.04, 0.0
164.0, 0.0444, 0.0
164.0, 0.0489, 0.0
164.0, 0.0533, 0.0
164.0, 0.0578, 0.0
164.0, 0.0622, 0.0
164.0, 0.0667, 0.0
164.0, 0.0711, 0.0
164.0, 0.0756, 0.0
164.0, 0.08, 0.0
164.0, 0.0844, 0.0
164.0, 0.0889, 0.0
164.0, 0.0933, 0.0
164.0, 0.0978, 0.0
164.0, 0.102, 0.0
164.0, 0.107, 0.0
164.0, 0.111, 0.0
164.0, 0.116, 0.0
164.0, 0.12, 0.0
164.0, 0.124, 0.0
164.0, 0.129, 0.0
164.0, 0.133, 0.0
164.0, 0.138, 0.0
164.0, 0.142, 0.0
164.0, 0.147, 0.0
164.0, 0.151, 0.0
164.0, 0.156, 0.0
164.0, 0.16, 0.0
164.0, 0.164, 0.0
164.0, 0.169, 0.0
164.0, 0.173, 0.0
164.0, 0.178, 0.0
164.0, 0.182, 0.0
164.0, 0.187, 0.0
164.0, 0.191, 0.0
164.0, 0.196, 0.0
166.0, 0.0, 164.0
166.0, 0.00444, 0.0
166.0, 0.00889, 0.0
166.0, 0.0133, 0.0
166.0, 0.0178, 0.0
166.0, 0.0222, 0.0
166.0, 0.0267, 0.0
166.0, 0.0311, 0.0
166.0, 0.0356, 0.0
166.0, 0.04, 0.0
166.0, 0.0444, 0.0
166.0, 0.0489, 0.0
166.0, 0.0533, 0.0
166.0, 0.0578, 0.0
166.0, 0.0622, 0.0
166.0, 0.0667, 0.0
166.0, 0.0711, 0.0
166.0, 0.0756, 0.0
166.0, 0.08, 0.0
166.0, 0.0844, 0.0
166.0, 0.0889, 0.0
166.0, 0.0933, 0.0
166.0, 0.0978, 0.0
166.0, 0.102, 0.0
166.0, 0.107, 0.0
166.0, 0.111, 0.0
166.0, 0.116, 0.0
166.0, 0.12, 0.0
166.0, 0.124, 0.0
166.0, 0.129, 0.0
166.0, 0.133, 0.0
166.0, 0.138, 0.0
166.0, 0.142, 0.0
166.0, 0.147, 0.0
166.0, 0.151, 0.0
166.0, 0.156, 0.0
166.0, 0.16, 0.0
166.0, 0.164, 0.0
166.0, 0.169, 0.0
166.0, 0.173, 0.0
166.0, 0.178, 0.0
166.0, 0.182, 0.0
166.0, 0.187, 0.0
166.0, 0.191, 0.0
166.0, 0.196, 0.0
168.0, 0.0, 104.0
168.0, 0.00444, 0.0
168.0, 0.00889, 0.0
168.0, 0.0133, 0.0
168.0, 0.0178, 0.0
168.0, 0.0222, 0.0
168.0, 0.0267, 0.0
168.0, 0.0311, 0.0
168.0, 0.0356, 0.0
168.0, 0.04, 0.0
168.0, 0.0444, 0.0
168.0, 0.0489, 0.0
168.0, 0.0533, 0.0
168.0, 0.0578, 0.0
168.0, 0.0622, 0.0
168.0, 0.0667, 0.0
168.0, 0.0711, 0.0
168.0, 0.0756, 0.0
168.0, 0.08, 0.0
168.0, 0.0844, 0.0
168.0, 0.0889, 0.0
168.0, 0.0933, 0.0
168.0, 0.0978, 0.0
168.0, 0.102, 0.0
168.0, 0.107, 0.0
168.0, 0.111, 0.0
168.0, 0.116, 0.0
168.0, 0.12, 0.0
168.0, 0.124, 0.0
168.0, 0.129, 0.0
168.0, 0.133, 0.0
168.0, 0.138, 0.0
168.0, 0.142, 0.0
168.0, 0.147, 0.0
168.0, 0.151, 0.0
168.0, 0.156, 0.0
168.0, 0.16, 0.0
168.0, 0.164, 0.0
168.0, 0.169, 0.0
168.0, 0.173, 0.0
168.0, 0.178, 0.0
168.0, 0.182, 0.0
168.0, 0.187, 0.0
168.0, 0.191, 0.0
168.0, 0.196, 0.0
170.0, 0.0, 135.0
170.0, 0.00444, 0.0
170.0, 0.00889, 0.0
170.0, 0.0133, 0.0
170.0, 0.0178, 0.0
170.0, 0.0222, 0.0
170.0, 0.0267, 0.0
170.0, 0.0311, 0.0
170.0, 0.0356, 0.0
170.0, 0.04, 0.0
170.0, 0.0444, 0.0
170.0, 0.0489, 0.0
170.0, 0.0533, 0.0
170.0, 0.0578, 0.0
170.0, 0.0622, 0.0
170.0, 0.0667, 0.0
170.0, 0.0711, 0.0
170.0, 0.0756, 0.0
170.0, 0.08, 0.0
170.0, 0.0844, 0.0
170.0, 0.0889, 0.0
170.0, 0.0933, 0.0
170.0, 0.0978, 0.0
170.0, 0.102, 0.0
170.0, 0.107, 0.0
170.0, 0.111, 0.0
170.0, 0.116, 0.0
170.0, 0.12, 0.0
170.0, 0.124, 0.0
170.0, 0.129, 0.0
170.0, 0.133, 0.0
170.0, 0.138, 0.0
170.0, 0.142, 0.0
170.0, 0.147, 0.0
170.0, 0.151, 0.0
170.0, 0.156, 0.0
170.0, 0.16, 0.0
170.0, 0.164, 0.0
170.0, 0.169, 0.0
170.0, 0.173, 0.0
170.0, 0.178, 0.0
170.0, 0.182, 0.0
170.0, 0.187, 0.0
170.0, 0.191, 0.0
170.0, 0.196, 0.0
172.0, 0.0, 111.0
172.0, 0.00444, 0.0
172.0, 0.00889, 0.0
172.0, 0.0133, 0.0
172.0, 0.0178, 0.0
172.0, 0.0222, 0.0
172.0, 0.0267, 0.0
172.0, 0.0311, 0.0
172.0, 0.0356, 0.0
172.0, 0.04, 0.0
172.0, 0.0444, 0.0
172.0, 0.0489, 0.0
172.0, 0.0533, 0.0
172.0, 0.0578, 0.0
172.0, 0.0622, 0.0
172.0, 0.0667, 0.0
172.0, 0.0711, 0.0
172.0, 0.0756, 0.0
172.0, 0.08, 0.0
172.0, 0.0844, 0.0
172.0, 0.0889, 0.0
172.0, 0.0933, 0.0
172.0, 0.0978, 0.0
172.0, 0.102, 0.0
172.0, 0.107, 0.0
172.0, 0.111, 0.0
172.0, 0.116, 0.0
172.0, 0.12, 0.0
172.0, 0.124, 0.0
172.0, 0.129, 0.0
172.0, 0.133, 0.0
172.0, 0.138, 0.0
172.0, 0.142, 0.0
172.0, 0.147, 0.0
172.0, 0.151, 0.0
172.0, 0.156, 0.0
172.0, 0.16, 0.0
172.0, 0.164, 0.0
172.0, 0.169, 0.0
172.0, 0.173, 0.0
172.0, 0.178, 0.0
172.0, 0.182, 0.0
172.0, 0.187, 0.0
172.0, 0.191, 0.0
172.0, 0.196, 0.0
174.0, 0.0, 121.0
174.0, 0.00444, 0.0
174.0, 0.00889, 0.0
174.0, 0.0133, 0.0
174.0, 0.0178, 0.0
174.0, 0.0222, 0.0
174.0, 0.0267, 0.0
174.0, 0.0311, 0.0
174.0, 0.0356, 0.0
174.0, 0.04, 0.0
174.0, 0.0444, 0.0
174.0, 0.0489, 0.0
174.0, 0.0533, 0.0
174.0, 0.0578, 0.0
174.0, 0.0622, 0.0
174.0, 0.0667, 0.0
174.0, 0.0711, 0.0
174.0, 0.0756, 0.0
174.0, 0.08, 0.0
174.0, 0.0844, 0.0
174.0, 0.0889, 0.0
174.0, 0.0933, 0.0
174.0, 0.0978, 0.0
174.0, 0.102, 0.0
174.0, 0.107, 0.0
174.0, 0.111, 0.0
174.0, 0.116, 0.0
174.0, 0.12, 0.0
174.0, 0.124, 0.0
174.0, 0.129, 0.0
174.0, 0.133, 0.0
174.0, 0.138, 0.0
174.0, 0.142, 0.0
174.0, 0.147, 0.0
174.0, 0.151, 0.0
174.0, 0.156, 0.0
174.0, 0.16, 0.0
174.0, 0.164, 0.0
174.0, 0.169, 0.0
174.0, 0.173, 0.0
174.0, 0.178, 0.0
174.0, 0.182, 0.0
174.0, 0.187, 0.0
174.0, 0.191, 0.0
174.0, 0.196, 0.0
176.0, 0.0, 103.0
176.0, 0.00444, 0.0
176.0, 0.00889, 0.0
176.0, 0.0133, 0.0
176.0, 0.0178, 0.0
176.0, 0.0222, 0.0
176.0, 0.0267, 0.0
176.0, 0.0311, 0.0
176.0, 0.0356, 0.0
176.0, 0.04, 0.0
176.0, 0.0444, 0.0
176.0, 0.0489, 0.0
176.0, 0.0533, 0.0
176.0, 0.0578, 0.0
176.0, 0.0622, 0.0
176.0, 0.0667, 0.0
176.0, 0.0711, 0.0
176.0, 0.0756, 0.0
176.0, 0.08, 0.0
176.0, 0.0844, 0.0
176.0, 0.0889, 0.0
176.0, 0.0933, 0.0
176.0, 0.0978, 0.0
176.0, 0.102, 0.0
176.0, 0.107, 0.0
176.0, 0.111, 0.0
176.0, 0.116, 0.0
176.0, 0.12, 0.0
176.0, 0.124, 0.0
176.0, 0.129, 0.0
176.0, 0.133, 0.0
176.0, 0.138, 0.0
176.0, 0.142, 0.0
176.0, 0.147, 0.0
176.0, 0.151, 0.0
176.0, 0.156, 0.0
176.0, 0.16, 0.0
176.0, 0.164, 0.0
176.0, 0.169, 0.0
176.0, 0.173, 0.0
176.0, 0.178, 0.0
176.0, 0.182, 0.0
176.0, 0.187, 0.0
176.0, 0.191, 0.0
176.0, 0.196, 0.0
178.0, 0.0, 99.0
178.0, 0.00444, 0.0
178.0, 0.00889, 0.0
178.0, 0.0133, 0.0
178.0, 0.0178, 0.0
178.0, 0.0222, 0.0
178.0, 0.0267, 0.0
178.0, 0.0311, 0.0
178.0, 0.0356, 0.0
178.0, 0.04, 0.0
178.0, 0.0444, 0.0
178.0, 0.0489, 0.0
178.0, 0.0533, 0.0
178.0, 0.0578, 0.0
178.0, 0.0622, 0.0
178.0, 0.0667, 0.0
178.0, 0.0711, 0.0
178.0, 0.0756, 0.0
178.0, 0.08, 0.0
178.0, 0.0844, 0.0
178.0, 0.0889, 0.0
178.0, 0.0933, 0.0
178.0, 0.0978, 0.0
178.0, 0.102, 0.0
178.0, 0.107, 0.0
178.0, 0.111, 0.0
178.0, 0.116, 0.0
178.0, 0.12, 0.0
178.0, 0.124, 0.0
178.0, 0.129, 0.0
178.0, 0.133, 0.0
178.0, 0.138, 0.0
178.0, 0.142, 0.0
178.0, 0.147, 0.0
178.0, 0.151, 0.0
178.0, 0.156, 0.0
178.0, 0.16, 0.0
178.0, 0.164, 0.0
178.0, 0.169, 0.0
178.0, 0.173, 0.0
178.0, 0.178, 0.0
178.0, 0.182, 0.0
178.0, 0.187, 0.0
178.0, 0.191, 0.0
178.0, 0.196, 0.0
180.0, 0.0, 96.0
180.0, 0.00444, 0.0
180.0, 0.00889, 0.0
180.0, 0.0133, 0.0
180.0, 0.0178, 0.0
180.0, 0.0222, 0.0
180.0, 0.0267, 0.0
180.0, 0.0311, 0.0
180.0, 0.0356, 0.0
180.0, 0.04, 0.0
180.0, 0.0444, 0.0
180.0, 0.0489, 0.0
180.0, 0.0533, 0.0
180.0, 0.0578, 0.0
180.0, 0.0622, 0.0
180.0, 0.0667, 0.0
180.0, 0.0711, 0.0
180.0, 0.0756, 0.0
180.0, 0.08, 0.0
180.0, 0.0844, 0.0
180.0, 0.0889, 0.0
180.0, 0.0933, 0.0
180.0, 0.0978, 0.0
180.0, 0.102, 0.0
180.0, 0.107, 0.0
180.0, 0.111, 0.0
180.0, 0.116, 0.0
180.0, 0.12, 0.0
180.0, 0.124, 0.0
180.0, 0.129, 0.0
180.0, 0.133, 0.0
180.0, 0.138, 0.0
180.0, 0.142, 0.0
180.0, 0.147, 0.0
180.0, 0.151, 0.0
180.0, 0.156, 0.0
180.0, 0.16, 0.0
180.0, 0.164, 0.0
180.0, 0.169, 0.0
180.0, 0.173, 0.0
180.0, 0.178, 0.0
180.0, 0.182, 0.0
180.0, 0.187, 0.0
180.0, 0.191, 0.0
180.0, 0.196, 0.0
182.0, 0.0, 120.0
182.0, 0.00444, 0.0
182.0, 0.00889, 0.0
182.0, 0.0133, 0.0
182.0, 0.0178, 0.0
182.0, 0.0222, 0.0
182.0, 0.0267, 0.0
182.0, 0.0311, 0.0
182.0, 0.0356, 0.0
182.0, 0.04, 0.0
182.0, 0.0444, 0.0
182.0, 0.0489, 0.0
182.0, 0.0533, 0.0
182.0, 0.0578, 0.0
182.0, 0.0622, 0.0
182.0, 0.0667, 0.0
182.0, 0.0711, 0.0
182.0, 0.0756, 0.0
182.0, 0.08, 0.0
182.0, 0.0844, 0.0
182.0, 0.0889, 0.0
182.0, 0.0933, 0.0
182.0, 0.0978, 0.0
182.0, 0.102, 0.0
182.0, 0.107, 0.0
182.0, 0.111, 0.0
182.0, 0.116, 0.0
182.0, 0.12, 0.0
182.0, 0.124, 0.0
182.0, 0.129, 0.0
182.0, 0.133, 0.0
182.0, 0.138, 0.0
182.0, 0.142, 0.0
182.0, 0.147, 0.0
182.0, 0.151, 0.0
182.0, 0.156, 0.0
182.0, 0.16, 0.0
182.0, 0.164, 0.0
182.0, 0.169, 0.0
182.0, 0.173, 0.0
182.0, 0.178, 0.0
182.0, 0.182, 0.0
182.0, 0.187, 0.0
182.0, 0.191, 0.0
182.0, 0.196, 0.0
184.0, 0.0, 82.0
184.0, 0.00444, 0.0
184.0, 0.00889, 0.0
184.0, 0.0133, 0.0
184.0, 0.0178, 0.0
184.0, 0.0222, 0.0
184.0, 0.0267, 0.0
184.0, 0.0311, 0.0
184.0, 0.0356, 0.0
184.0, 0.04, 0.0
184.0, 0.0444, 0.0
184.0, 0.0489, 0.0
184.0, 0.0533, 0.0
184.0, 0.0578, 0.0
184.0, 0.0622, 0.0
184.0, 0.0667, 0.0
184.0, 0.0711, 0.0
184.0, 0.0756, 0.0
184.0, 0.08, 0.0
184.0, 0.0844, 0.0
184.0, 0.0889, 0.0
184.0, 0.0933, 0.0
184.0, 0.0978, 0.0
184.0, 0.102, 0.0
184.0, 0.107, 0.0
184.0, 0.111, 0.0
184.0, 0.116, 0.0
184.0, 0.12, 0.0
184.0, 0.124, 0.0
184.0, 0.129, 0.0
184.0, 0.133, 0.0
184.0, 0.138, 0.0
184.0, 0.142, 0.0
184.0, 0.147, 0.0
184.0, 0.151, 0.0
184.0, 0.156, 0.0
184.0, 0.16, 0.0
184.0, 0.164, 0.0
184.0, 0.169, 0.0
184.0, 0.173, 0.0
184.0, 0.178, 0.0
